id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
14004079,JJ459110,2025-10-20T17:50:00.000,050XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,True,2033,020,48,3,08A,1167955,1933907,2025,2025-10-28T15:42:01.000,41.974184283,-87.657756697,"{'latitude': '41.974184283', 'longitude': '-87.657756697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004063,JJ459127,2025-10-20T17:58:00.000,064XX S WESTERN AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,False,False,0825,008,16,66,04A,1161478,1861938,2025,2025-10-28T15:42:01.000,41.776832515,-87.683577859,"{'latitude': '41.776832515', 'longitude': '-87.683577859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004274,JJ459529,2025-10-20T18:00:00.000,017XX E 72ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0324,003,7,43,14,1189209,1857587,2025,2025-10-28T15:42:01.000,41.764273074,-87.582057311,"{'latitude': '41.764273074', 'longitude': '-87.582057311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003798,JJ459105,2025-10-20T18:00:00.000,039XX S WESTERN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,0921,009,12,58,26,1161023,1878392,2025,2025-10-28T15:42:01.000,41.821993827,-87.684790776,"{'latitude': '41.821993827', 'longitude': '-87.684790776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003829,JJ459156,2025-10-20T18:00:00.000,091XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,0423,004,10,46,06,1197730,1845034,2025,2025-10-28T15:42:01.000,41.729618252,-87.551244573,"{'latitude': '41.729618252', 'longitude': '-87.551244573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004324,JJ459641,2025-10-20T18:00:00.000,031XX N SACRAMENTO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1411,014,35,21,07,1155837,1920509,2025,2025-10-28T15:42:01.000,41.937672915,-87.702680611,"{'latitude': '41.937672915', 'longitude': '-87.702680611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004244,JJ459491,2025-10-20T18:00:00.000,011XX N LAVERGNE AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,1531,015,37,25,08B,1142821,1907169,2025,2025-10-28T15:42:01.000,41.901319345,-87.750850275,"{'latitude': '41.901319345', 'longitude': '-87.750850275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004399,JJ459762,2025-10-20T18:00:00.000,004XX E 33RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0211,002,4,35,14,1179504,1883151,2025,2025-10-28T15:42:01.000,41.834650079,-87.616847182,"{'latitude': '41.834650079', 'longitude': '-87.616847182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004365,JJ459722,2025-10-20T18:00:00.000,050XX W NELSON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2521,025,31,19,07,1142253,1919809,2025,2025-10-28T15:42:01.000,41.936015411,-87.752622236,"{'latitude': '41.936015411', 'longitude': '-87.752622236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005269,JJ459588,2025-10-20T18:00:00.000,060XX S SACRAMENTO AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0823,008,15,66,06,1157419,1864362,2025,2025-10-28T15:42:01.000,41.783567517,-87.698392508,"{'latitude': '41.783567517', 'longitude': '-87.698392508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004961,JJ459218,2025-10-20T18:00:00.000,021XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0132,001,3,33,08A,1177540,1890161,2025,2025-10-28T15:42:01.000,41.853930752,-87.623841071,"{'latitude': '41.853930752', 'longitude': '-87.623841071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14007481,JJ463447,2025-10-20T18:00:00.000,036XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1133,011,24,27,06,1152223,1896452,2025,2025-10-28T15:42:01.000,41.871730419,-87.716598452,"{'latitude': '41.871730419', 'longitude': '-87.716598452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004438,JJ459753,2025-10-20T18:00:00.000,085XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,0412,004,8,45,06,1191004,1848696,2025,2025-10-28T15:42:01.000,41.739832189,-87.575765237,"{'latitude': '41.739832189', 'longitude': '-87.575765237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14005299,JJ459525,2025-10-20T18:00:00.000,074XX N RIDGE BLVD,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,False,2411,024,49,2,05,1160607,1949424,2025,2025-10-28T15:42:01.000,42.016919291,-87.684344863,"{'latitude': '42.016919291', 'longitude': '-87.684344863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004412,JJ459800,2025-10-20T18:00:00.000,108XX S VERNON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0513,005,9,49,07,1181165,1833277,2025,2025-10-28T15:42:01.000,41.697752545,-87.61228667,"{'latitude': '41.697752545', 'longitude': '-87.61228667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14008066,JJ463155,2025-10-20T18:00:00.000,003XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0114,001,42,32,14,1177341,1898860,2025,2025-10-28T15:42:01.000,41.877805859,-87.624307765,"{'latitude': '41.877805859', 'longitude': '-87.624307765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004150,JJ459148,2025-10-20T18:03:00.000,015XX E 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,0324,003,7,43,14,1187744,1856560,2025,2025-10-28T15:42:01.000,41.761489881,-87.587459459,"{'latitude': '41.761489881', 'longitude': '-87.587459459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004104,JJ459270,2025-10-20T18:07:00.000,005XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1121,011,27,23,18,1153283,1903481,2025,2025-10-28T15:42:01.000,41.89099776,-87.712520064,"{'latitude': '41.89099776', 'longitude': '-87.712520064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004045,JJ459143,2025-10-20T18:07:00.000,033XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1124,011,28,27,14,1154232,1899821,2025,2025-10-28T15:42:01.000,41.88093546,-87.709132611,"{'latitude': '41.88093546', 'longitude': '-87.709132611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003845,JJ459246,2025-10-20T18:07:00.000,056XX S KILPATRICK AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,False,False,0813,008,13,56,14,1146073,1866900,2025,2025-10-28T15:42:01.000,41.790754583,-87.739927261,"{'latitude': '41.790754583', 'longitude': '-87.739927261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004739,JJ459135,2025-10-20T18:10:00.000,097XX S OGLESBY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,0431,004,7,51,08A,1193799,1840743,2025,2025-10-28T15:42:01.000,41.717940456,-87.565784777,"{'latitude': '41.717940456', 'longitude': '-87.565784777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004029,JJ459159,2025-10-20T18:10:00.000,020XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,CTA PLATFORM,False,False,1014,010,24,29,03,1150029,1889979,2025,2025-10-28T15:42:01.000,41.854010712,-87.724822014,"{'latitude': '41.854010712', 'longitude': '-87.724822014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003870,JJ459112,2025-10-20T18:10:00.000,017XX W JACKSON BLVD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),True,True,1225,012,27,28,06,1164612,1898666,2025,2025-10-28T15:42:01.000,41.877552552,-87.671050727,"{'latitude': '41.877552552', 'longitude': '-87.671050727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14008083,JJ463756,2025-10-20T18:18:00.000,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0821,008,14,63,06,1155878,1871677,2025,2025-10-28T15:42:01.000,41.803671998,-87.703846021,"{'latitude': '41.803671998', 'longitude': '-87.703846021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003833,JJ459168,2025-10-20T18:20:00.000,052XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,015,29,25,08B,1141627,1897182,2025,2025-10-28T15:42:01.000,41.873935958,-87.755483038,"{'latitude': '41.873935958', 'longitude': '-87.755483038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004061,JJ459180,2025-10-20T18:21:00.000,0000X W 87TH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0634,006,21,44,26,1176822,1847277,2025,2025-10-28T15:42:01.000,41.736269116,-87.627768243,"{'latitude': '41.736269116', 'longitude': '-87.627768243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003905,JJ459151,2025-10-20T18:24:00.000,002XX E 43RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0213,002,3,38,15,1178426,1876553,2025,2025-10-28T15:42:01.000,41.816569249,-87.621003344,"{'latitude': '41.816569249', 'longitude': '-87.621003344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004098,JJ459144,2025-10-20T18:28:00.000,013XX W 47TH ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,0933,009,20,61,08B,1168190,1873598,2025,2025-10-28T15:42:01.000,41.808687122,-87.658636387,"{'latitude': '41.808687122', 'longitude': '-87.658636387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004020,JJ459204,2025-10-20T18:29:00.000,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1931,019,32,7,06,1164222,1915991,2025,2025-10-28T15:42:01.000,41.92510186,-87.671992307,"{'latitude': '41.92510186', 'longitude': '-87.671992307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003847,JJ459129,2025-10-20T18:30:00.000,032XX S CALUMET AVE,0460,BATTERY,SIMPLE,STREET,True,False,0211,002,4,35,08B,1179126,1883679,2025,2025-10-28T15:42:01.000,41.836107593,-87.618218023,"{'latitude': '41.836107593', 'longitude': '-87.618218023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14003999,JJ459211,2025-10-20T18:30:00.000,011XX N WOOD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1213,012,1,24,11,1164190,1907563,2025,2025-10-28T15:42:01.000,41.901975542,-87.672348554,"{'latitude': '41.901975542', 'longitude': '-87.672348554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14004310,JJ459565,2025-10-20T18:30:00.000,020XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1223,012,27,28,07,1162995,1900022,2025,2025-10-28T15:42:01.000,41.881307619,-87.676949835,"{'latitude': '41.881307619', 'longitude': '-87.676949835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
