id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location
14007096,JJ462823,2025-10-23T18:29:00.000,014XX W 18TH ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,1233,012,25,31,08B,2025,2025-11-01T15:41:48.000,,,,,
14007946,JJ462889,2025-10-23T18:30:00.000,062XX S KENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0314,003,20,42,07,2025,2025-11-01T15:41:48.000,,,,,
14007712,JJ463656,2025-10-23T18:30:00.000,033XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1732,017,30,21,08B,2025,2025-11-01T15:41:48.000,,,,,
14007079,JJ462833,2025-10-23T18:30:00.000,073XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,0735,007,17,67,08B,2025,2025-11-01T15:41:48.000,,,,,
14007745,JJ463719,2025-10-23T18:30:00.000,062XX W MELROSE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1633,016,30,17,11,2025,2025-11-01T15:41:48.000,,,,,
14006897,JJ462810,2025-10-23T18:32:00.000,034XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,RESTAURANT,True,False,1021,010,24,29,08A,2025,2025-11-01T15:41:48.000,,,,,
14006915,JJ462803,2025-10-23T18:35:00.000,026XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1032,010,25,30,08B,2025,2025-11-01T15:41:48.000,,,,,
14007122,JJ462825,2025-10-23T18:40:00.000,026XX E 74TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,0334,003,7,43,04A,2025,2025-11-01T15:41:48.000,,,,,
14007497,JJ463402,2025-10-23T18:43:00.000,084XX S MUSKEGON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,0423,004,10,46,26,2025,2025-11-01T15:41:48.000,,,,,
14006954,JJ462855,2025-10-23T18:44:00.000,034XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,0915,009,11,60,26,2025,2025-11-01T15:41:48.000,,,,,
14007104,JJ462839,2025-10-23T18:45:00.000,012XX W 112TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2234,022,21,75,08B,2025,2025-10-31T15:41:45.000,1170071,1830138,41.68938631,-87.652997678,"{'latitude': '41.68938631', 'longitude': '-87.652997678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14007075,JJ462870,2025-10-23T18:51:00.000,006XX E 103RD ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,0512,005,9,49,04B,2025,2025-11-01T15:41:48.000,,,,,
14007106,JJ462860,2025-10-23T18:52:00.000,0000X N MASON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,True,True,1513,015,29,25,06,2025,2025-11-01T15:41:48.000,,,,,
14006957,JJ462864,2025-10-23T18:52:00.000,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0821,008,14,63,06,2025,2025-11-01T15:41:48.000,,,,,
14007065,JJ462847,2025-10-23T18:54:00.000,017XX N SPRINGFIELD AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2535,025,26,20,08A,2025,2025-11-01T15:41:48.000,,,,,
14012152,JJ468064,2025-10-23T18:56:00.000,006XX N GREEN ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1214,012,27,24,06,2025,2025-11-01T15:41:48.000,,,,,
14007224,JJ463088,2025-10-23T19:00:00.000,114XX S OAKLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING / RETIREMENT HOME,False,True,2212,022,19,75,08B,2025,2025-11-01T15:41:48.000,,,,,
14007364,JJ463206,2025-10-23T19:00:00.000,011XX E 61ST ST,0890,THEFT,FROM BUILDING,COLLEGE / UNIVERSITY - GROUNDS,False,False,0235,002,5,42,06,2025,2025-11-01T15:41:48.000,,,,,
14007116,JJ462858,2025-10-23T19:00:00.000,067XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0332,003,5,43,08B,2025,2025-11-01T15:41:48.000,,,,,
14008001,JJ462887,2025-10-23T19:00:00.000,047XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1113,011,28,25,14,2025,2025-11-01T15:41:48.000,,,,,
14007367,JJ463214,2025-10-23T19:00:00.000,012XX N MASON AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2531,025,29,25,07,2025,2025-10-31T15:41:45.000,1136470,1907586,41.902579606,-87.774168494,"{'latitude': '41.902579606', 'longitude': '-87.774168494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14011421,JJ468082,2025-10-23T19:00:00.000,050XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2024,020,48,3,14,2025,2025-11-01T15:41:48.000,,,,,
